CID,IUPAC name,InChI,temp,group,pKa
C1444946,"3a,4,5,6,7,7a-hexahydroisoindole-1,3-dione","InChI=1S/C8H11NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h5-6H,1-4H2,(H,9,10,11)",20,H22,9.72
C17103467,4-amino-N-(1H-imidazol-2-yl)benzenesulfonamide,"InChI=1S/C9H10N4O2S/c10-7-1-3-8(4-2-7)16(14,15)13-9-11-5-6-12-9/h1-6H,10H2,(H2,11,12,13)",,H17,9.72
C16115825,4-nitro-1H-pyrazol-5-amine,"InChI=1S/C3H4N4O2/c4-3-2(7(8)9)1-5-6-3/h1H,(H3,4,5,6)",20,H11,9.73
C23687232,"N,N-dimethyl-7H-purin-8-amine","InChI=1S/C7H9N5/c1-12(2)7-10-5-3-8-4-9-6(5)11-7/h3-4H,1-2H3,(H,8,9,10,11)",20,H13,9.73
C16419606,(2-methylphenyl)boronic acid,"InChI=1S/C7H9BO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5,9-10H,1H3",25,H19,9.74
C75457135,3-methylquinolin-8-ol,"InChI=1S/C10H9NO/c1-7-5-8-3-2-4-9(12)10(8)11-6-7/h2-6,12H,1H3",25,H21,9.75
C88054222,2-methyl-5-nitro-1H-imidazole,"InChI=1S/C4H5N3O2/c1-3-5-2-4(6-3)7(8)9/h2H,1H3,(H,5,6)",25,H10,9.75
C97042596,"1,2-dimethylbenzimidazole-4,7-diol","InChI=1S/C9H10N2O2/c1-5-10-8-6(12)3-4-7(13)9(8)11(5)2/h3-4,12-13H,1-2H3",30,H22,9.75
C6285285,"3,5-diethyl-1,2,4-triazol-4-amine","InChI=1S/C6H12N4/c1-3-5-8-9-6(4-2)10(5)7/h3-4,7H2,1-2H3",25,H22,9.77
C84063183,quinolin-8-ol,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H",23,H18,9.77
C498000,4-(hydroxymethyl)-2-methoxyphenol,"InChI=1S/C8H10O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,9-10H,5H2,1H3",25,H20,9.79
C62189906,"7-(5,5-dimethylhex-1-en-3-yl)quinolin-8-ol","InChI=1S/C17H21NO/c1-5-12(11-17(2,3)4)14-9-8-13-7-6-10-18-15(13)16(14)19/h5-10,12,19H,1,11H2,2-4H3",25,H38,9.8
C5876164,"5,12,13-trimethoxy-17-methyl-17-azatetracyclo[7.7.1.02,7.010,15]heptadeca-2,4,6,10,12,14-hexaen-4-ol","InChI=1S/C20H23NO4/c1-21-15-6-12-8-19(24-3)20(25-4)10-14(12)16(21)5-11-7-18(23-2)17(22)9-13(11)15/h7-10,15-16,22H,5-6H2,1-4H3",25,H39,9.8
C623052,4-(hydroxymethyl)phenol,"InChI=1S/C7H8O2/c8-5-6-1-3-7(9)4-2-6/h1-4,8-9H,5H2",25,H17,9.82
C10486427,"1,3-dihydrobenzo[f]benzimidazole-2-thione","InChI=1S/C11H8N2S/c14-11-12-9-5-7-3-1-2-4-8(7)6-10(9)13-11/h1-6H,(H2,12,13,14)",20,H18,9.84
C1416031,3-[1-hydroxy-2-(methylamino)ethyl]phenol,"InChI=1S/C9H13NO2/c1-10-6-9(12)7-3-2-4-8(11)5-7/h2-5,9-12H,6H2,1H3",,H25,9.84
C77802870,4-chloro-2-(morpholin-4-ylmethyl)phenol,"InChI=1S/C11H14ClNO2/c12-10-1-2-11(14)9(7-10)8-13-3-5-15-6-4-13/h1-2,7,14H,3-6,8H2",25,H29,9.85
C3530152,"3,5-dimethyl-1,2,4-triazol-4-amine","InChI=1S/C4H8N4/c1-3-6-7-4(2)8(3)5/h5H2,1-2H3",25,H16,9.85
C52984904,3-aminophenol,"InChI=1S/C6H7NO/c7-5-2-1-3-6(8)4-5/h1-4,8H,7H2",23,H15,9.85
C50591225,1-methylbenzimidazol-5-ol,"InChI=1S/C8H8N2O/c1-10-5-9-7-4-6(11)2-3-8(7)10/h2-5,11H,1H3",20,H19,9.85
C610504,anthracen-1-ol,"InChI=1S/C14H10O/c15-14-7-3-6-12-8-10-4-1-2-5-11(10)9-13(12)14/h1-9,15H",25,H25,9.88
C371415,4-fluorophenol,"InChI=1S/C6H5FO/c7-5-1-3-6(8)4-2-5/h1-4,8H",25,H13,9.88
C12552953,4-methylbenzenesulfonamide,"InChI=1S/C7H9NO2S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)",20,H20,9.89
C1431396,5-(dimethylamino)naphthalene-1-sulfonamide,"InChI=1S/C12H14N2O2S/c1-14(2)11-7-3-6-10-9(11)5-4-8-12(10)17(13,15)16/h3-8H,1-2H3,(H2,13,15,16)",25,H31,9.9
C223537846,"isoindole-1,3-dione","InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)",22,H12,9.91
C2628173,4-ethenylphenol,"InChI=1S/C8H8O/c1-2-7-3-5-8(9)6-4-7/h2-6,9H,1H2",20,H15,9.91
C77456430,"8-(2,4-dimethoxyphenyl)-7H-purine","InChI=1S/C13H12N4O2/c1-18-8-3-4-9(11(5-8)19-2)12-16-10-6-14-7-15-13(10)17-12/h3-7H,1-2H3,(H,14,15,16,17)",25,H20,9.92
C89168070,2-methyl-2-sulfamoylpropanamide,"InChI=1S/C4H10N2O3S/c1-4(2,3(5)7)10(6,8)9/h1-2H3,(H2,5,7)(H2,6,8,9)",25,H18,9.92
C519415,"3,7-dimethylpurine-2,6-dione","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",18,H15,9.92
C5541673,5-methylquinolin-8-ol,"InChI=1S/C10H9NO/c1-7-4-5-9(12)10-8(7)3-2-6-11-10/h2-6,12H,1H3",25,H21,9.93
C849611627,7H-purin-2-amine,"InChI=1S/C5H5N5/c6-5-7-1-3-4(10-5)9-2-8-3/h1-2H,(H3,6,7,8,9,10)",20,H11,9.93
C1129266,4-methoxybenzenesulfonamide,"InChI=1S/C7H9NO3S/c1-11-6-2-4-7(5-3-6)12(8,9)10/h2-5H,1H3,(H2,8,9,10)",20,H18,9.93
C29740667,"N-hydroxy-N,2,2-trimethylpropanamide","InChI=1S/C6H13NO2/c1-6(2,3)5(8)7(4)9/h9H,1-4H3",25,H22,9.94
C59892352,"4-hydroxy-5,5-dimethylhex-3-en-2-one","InChI=1S/C8H14O2/c1-6(9)5-7(10)8(2,3)4/h5,10H,1-4H3",20,H21,9.94
C5657363,7H-purin-6-ylurea,"InChI=1S/C6H6N6O/c7-6(13)12-5-3-4(9-1-8-3)10-2-11-5/h1-2H,(H4,7,8,9,10,11,12,13)",,H14,9.95
C10278509,"N-(3,4-dichlorophenyl)benzenecarbothioamide","InChI=1S/C13H9Cl2NS/c14-11-7-6-10(8-12(11)15)16-13(17)9-4-2-1-3-5-9/h1-8H,(H,16,17)",,H18,9.96
C73607768,phenol,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",24,H13,9.97
C89689,4-chloro-5-methyl-2-propan-2-ylphenol,"InChI=1S/C10H13ClO/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6,12H,1-3H3",20,H25,9.98
C61788429,2-phenylphenol,"InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H",22,H23,9.99
C38219157,2-methoxy-4-prop-2-enylphenol,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",25,H22,10.0
C25233469,N-(3-methylphenyl)-3-oxobutanamide,"InChI=1S/C11H13NO2/c1-8-4-3-5-10(6-8)12-11(14)7-9(2)13/h3-6H,7H2,1-2H3,(H,12,14)",25,H17,10.0
C100369162,5-cyclohexyl-4-methylpyridin-3-ol,"InChI=1S/C12H17NO/c1-9-11(7-13-8-12(9)14)10-5-3-2-4-6-10/h7-8,10,14H,2-6H2,1H3",,H31,10.0
C100449874,(5-amino-2-nitrophenyl)boronic acid,"InChI=1S/C6H7BN2O4/c8-4-1-2-6(9(12)13)5(3-4)7(10)11/h1-3,10-11H,8H2",25,H20,10.0
C149471910,3H-benzimidazol-5-ol,"InChI=1S/C7H6N2O/c10-5-1-2-6-7(3-5)9-4-8-6/h1-4,10H,(H,8,9)",,H16,10.01
C17915354,2-(diethylaminomethyl)-6-methylphenol,"InChI=1S/C12H19NO/c1-4-13(5-2)9-11-8-6-7-10(3)12(11)14/h6-8,14H,4-5,9H2,1-3H3",25,H33,10.02
C121619,N-(4-sulfamoylphenyl)acetamide,"InChI=1S/C8H10N2O3S/c1-6(11)10-7-2-4-8(5-3-7)14(9,12)13/h2-5H,1H3,(H,10,11)(H2,9,12,13)",20,H20,10.02
C29171275,"7-(5,5,7,7-tetramethyloct-1-en-3-yl)quinolin-8-ol","InChI=1S/C21H29NO/c1-7-15(13-21(5,6)14-20(2,3)4)17-11-10-16-9-8-12-22-18(16)19(17)23/h7-12,15,23H,1,13-14H2,2-6H3",25,H49,10.03
C484678413,1-nitro-4-(nitrosomethyl)benzene,"InChI=1S/C7H6N2O3/c10-8-5-6-1-3-7(4-2-6)9(11)12/h1-4H,5H2",24,H16,10.03
C443721,N-methyl-7H-purin-6-amine,"InChI=1S/C6H7N5/c1-7-5-4-6(10-2-8-4)11-3-9-5/h2-3H,1H3,(H2,7,8,9,10,11)",20,H12,10.04
C92287542,"3,4-dimethylquinolin-8-ol","InChI=1S/C11H11NO/c1-7-6-12-11-9(8(7)2)4-3-5-10(11)13/h3-6,13H,1-2H3",,H24,10.05
C25668002,4-aminophenol,"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",22,H15,10.06
C5541695,7-prop-2-enylquinolin-8-ol,"InChI=1S/C12H11NO/c1-2-4-10-7-6-9-5-3-8-13-11(9)12(10)14/h2-3,5-8,14H,1,4H2",25,H23,10.07
C52374251,N-benzyl-4-nitrobenzenesulfonamide,"InChI=1S/C13H12N2O4S/c16-15(17)12-6-8-13(9-7-12)20(18,19)14-10-11-4-2-1-3-5-11/h1-9,14H,10H2",25,H23,10.07
C33512,"2,6-dimethoxyphenol","InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3",25,H21,10.09
C7419569,N-tert-butyl-N-hydroxybenzamide,"InChI=1S/C11H15NO2/c1-11(2,3)12(14)10(13)9-7-5-4-6-8-9/h4-8,14H,1-3H3",25,H24,10.1
C15396426,N-(2-phenylethyl)-7H-purin-6-amine,"InChI=1S/C13H13N5/c1-2-4-10(5-3-1)6-7-14-12-11-13(16-8-15-11)18-9-17-12/h1-5,8-9H,6-7H2,(H2,14,15,16,17,18)",,H26,10.1
C127351104,3-bromo-N-(4-chlorophenyl)benzenecarbothioamide,"InChI=1S/C13H9BrClNS/c14-10-3-1-2-9(8-10)13(17)16-12-6-4-11(15)5-7-12/h1-8H,(H,16,17)",,H18,10.1
C72002803,"17-methoxy-11-methyl-3,5-dioxa-11-azapentacyclo[10.7.1.02,6.08,20.014,19]icosa-1(20),2(6),7,14(19),15,17-hexaen-18-ol","InChI=1S/C19H19NO4/c1-20-6-5-11-8-14-19(24-9-23-14)17-15(11)12(20)7-10-3-4-13(22-2)18(21)16(10)17/h3-4,8,12,21H,5-7,9H2,1-2H3",25,H40,10.1
C89298624,4-amino-2-methylnaphthalen-1-ol,"InChI=1S/C11H11NO/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6,13H,12H2,1H3",20,H24,10.12
C127351035,"N-(3,4-dichlorophenyl)-4-methoxybenzenecarbothioamide","InChI=1S/C14H11Cl2NOS/c1-18-11-5-2-9(3-6-11)14(19)17-10-4-7-12(15)13(16)8-10/h2-8H,1H3,(H,17,19)",,H20,10.14
C628298588,3-(aminomethyl)benzenesulfonamide,"InChI=1S/C7H10N2O2S/c8-5-6-2-1-3-7(4-6)12(9,10)11/h1-4H,5,8H2,(H2,9,10,11)",21,H20,10.14
C72583381,"1H-pyrazolo[4,3-d]pyrimidin-7-amine","InChI=1S/C5H5N5/c6-5-4-3(1-9-10-4)7-2-8-5/h1-2H,(H,9,10)(H2,6,7,8)",20,H11,10.15
C12001728,4-(aminomethyl)benzenesulfonamide,"InChI=1S/C7H10N2O2S/c8-5-6-1-3-7(4-2-6)12(9,10)11/h1-4H,5,8H2,(H2,9,10,11)",20,H20,10.15
C4383077,2-(hydroxymethyl)-4-methylphenol,"InChI=1S/C8H10O2/c1-6-2-3-8(10)7(4-6)5-9/h2-4,9-10H,5H2,1H3",25,H19,10.15
C115060985,4-methoxy-2-methylphenol,"InChI=1S/C8H10O2/c1-6-5-7(10-2)3-4-8(6)9/h3-5,9H,1-2H3",29,H20,10.16
C619603,4-(dimethylamino)phenol,"InChI=1S/C8H11NO/c1-9(2)7-3-5-8(10)6-4-7/h3-6,10H,1-2H3",25,H21,10.16
C116633024,"2,3-dimethylquinolin-8-ol","InChI=1S/C11H11NO/c1-7-6-9-4-3-5-10(13)11(9)12-8(7)2/h3-6,13H,1-2H3",25,H24,10.2
C7674455,N-cyclohexyl-7H-purin-6-amine,"InChI=1S/C11H15N5/c1-2-4-8(5-3-1)16-11-9-10(13-6-12-9)14-7-15-11/h6-8H,1-5H2,(H2,12,13,14,15,16)",,H29,10.2
C767179,"2,6-diamino-1H-1,3,5-triazine-4-thione","InChI=1S/C3H5N5S/c4-1-6-2(5)8-3(9)7-1/h(H5,4,5,6,7,8,9)",,H10,10.2
C1198830,2-methylsulfanyl-7H-purin-6-amine,"InChI=1S/C6H7N5S/c1-12-6-10-4(7)3-5(11-6)9-2-8-3/h2H,1H3,(H3,7,8,9,10,11)",,H13,10.2
C50727076,"5-tert-butylisoindole-1,3-dione","InChI=1S/C12H13NO2/c1-12(2,3)7-4-5-8-9(6-7)11(15)13-10(8)14/h4-6H,1-3H3,(H,13,14,15)",25,H28,10.21
C26060286,N-(2-methylphenyl)benzenecarbothioamide,"InChI=1S/C14H13NS/c1-11-7-5-6-10-13(11)15-14(16)12-8-3-2-4-9-12/h2-10H,1H3,(H,15,16)",20,H17,10.21
C2876020,4-methylphenol,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",22,H16,10.22
C95487,2-methylphenol,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",22,H16,10.22
C37432216,"N,N-dimethyl-7H-purin-2-amine","InChI=1S/C7H9N5/c1-12(2)7-8-3-5-6(11-7)10-4-9-5/h3-4H,1-2H3,(H,8,9,10,11)",20,H14,10.22
C18979538,4-pentoxyphenol,"InChI=1S/C11H16O2/c1-2-3-4-9-13-11-7-5-10(12)6-8-11/h5-8,12H,2-4,9H2,1H3",25,H29,10.23
C147293503,"N'-(3-hydroxyphenyl)-N,N-dimethylmethanimidamide","InChI=1S/C9H12N2O/c1-11(2)7-10-8-4-3-5-9(12)6-8/h3-7,12H,1-2H3",20,H24,10.23
C18979505,4-propoxyphenol,"InChI=1S/C9H12O2/c1-2-7-11-9-5-3-8(10)4-6-9/h3-6,10H,2,7H2,1H3",25,H23,10.23
C21011438,N-(4-bromophenyl)-4-chlorobenzenecarbothioamide,"InChI=1S/C13H9BrClNS/c14-10-3-7-12(8-4-10)16-13(17)9-1-5-11(15)6-2-9/h1-8H,(H,16,17)",,H18,10.24
C5468837,"1,3-dihydrobenzimidazole-2-thione","InChI=1S/C7H6N2S/c10-7-8-5-3-1-2-4-6(5)9-7/h1-4H,(H2,8,9,10)",20,H12,10.24
C150765,4-methoxyphenol,"InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",24,H17,10.24
C14786824,4-methoxy-3-methylphenol,"InChI=1S/C8H10O2/c1-6-5-7(9)3-4-8(6)10-2/h3-5,9H,1-2H3",29,H20,10.24
C71114551,4-chloro-N-(4-chlorophenyl)benzenecarbothioamide,"InChI=1S/C13H9Cl2NS/c14-10-3-1-9(2-4-10)13(17)16-12-7-5-11(15)6-8-12/h1-8H,(H,16,17)",,H18,10.25
C170947974,N-benzyl-4-methylsulfonylbenzenesulfonamide,"InChI=1S/C14H15NO4S2/c1-20(16,17)13-7-9-14(10-8-13)21(18,19)15-11-12-5-3-2-4-6-12/h2-10,15H,11H2,1H3",25,H24,10.25
C13997132,"5-ethenyl-1,3-oxazolidine-2-thione","InChI=1S/C5H7NOS/c1-2-4-3-6-5(8)7-4/h2,4H,1,3H2,(H,6,8)",,H12,10.25
C98544,4-tert-butylphenol,"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",25,H25,10.27
C4438011,2-(morpholin-4-ylmethyl)phenol,"InChI=1S/C11H15NO2/c13-11-4-2-1-3-10(11)9-12-5-7-14-8-6-12/h1-4,13H,5-9H2",25,H29,10.27
C1470946,"2,3-dihydro-1H-inden-5-ol","InChI=1S/C9H10O/c10-9-5-4-7-2-1-3-8(7)6-9/h4-6,10H,1-3H2",16,H20,10.29
C134016721,5-aminonaphthalen-1-ol,"InChI=1S/C10H9NO/c11-9-5-1-4-8-7(9)3-2-6-10(8)12/h1-6,12H,11H2",,H21,10.3
C97993152,4-(9H-fluoren-2-yldiazenyl)-3-methylphenol,"InChI=1S/C20H16N2O/c1-13-10-17(23)7-9-20(13)22-21-16-6-8-19-15(12-16)11-14-4-2-3-5-18(14)19/h2-10,12,23H,11H2,1H3",25,H39,10.3
C10316662,2-hydroxycyclohex-2-en-1-one,"InChI=1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h3,7H,1-2,4H2",20,H16,10.3
C3228022,3-methyl-4-propan-2-ylphenol,"InChI=1S/C10H14O/c1-7(2)10-5-4-9(11)6-8(10)3/h4-7,11H,1-3H3",20,H25,10.31
C21664095,"5,6,7,8-tetrahydronaphthalen-2-ol","InChI=1S/C10H12O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h5-7,11H,1-4H2",18,H23,10.33
C499752,2-methyl-5-propan-2-ylphenol,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",25,H25,10.35
C25498219,"2,5-dimethylphenol","InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",22,H19,10.36
C95863,"2,4-diaminophenol","InChI=1S/C6H8N2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H,7-8H2",24,H17,10.4
C73376008,N-(4-bromophenyl)benzenecarbothioamide,"InChI=1S/C13H10BrNS/c14-11-6-8-12(9-7-11)15-13(16)10-4-2-1-3-5-10/h1-9H,(H,15,16)",,H17,10.42
C938852,2-amino-1-methyl-7H-purin-6-one,"InChI=1S/C6H7N5O/c1-11-5(12)3-4(9-2-8-3)10-6(11)7/h2H,1H3,(H2,7,10)(H,8,9)",22,H13,10.43
C529351,"5,6,7,8-tetrahydronaphthalen-1-ol","InChI=1S/C10H12O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h3,5,7,11H,1-2,4,6H2",18,H23,10.46
C1196925,4-(aminomethyl)-2-methoxyphenol,"InChI=1S/C8H11NO2/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,10H,5,9H2,1H3",25,H22,10.47
C75525,nitromethane,InChI=1S/CH3NO2/c1-2(3)4/h1H3,20,H7,10.48
C127351079,3-bromo-N-phenylbenzenecarbothioamide,"InChI=1S/C13H10BrNS/c14-11-6-4-5-10(9-11)13(16)15-12-7-2-1-3-8-12/h1-9H,(H,15,16)",,H17,10.49
C7251823,"4-methylisoindole-1,3-dione","InChI=1S/C9H7NO2/c1-5-3-2-4-6-7(5)9(12)10-8(6)11/h2-4H,1H3,(H,10,11,12)",25,H14,10.49
C104245070,"N,N-dimethyl-7H-purin-6-amine","InChI=1S/C7H9N5/c1-12(2)7-5-6(9-3-8-5)10-4-11-7/h3-4H,1-2H3,(H,8,9,10,11)",20,H13,10.5
C856847411,"2,5-dimethyl-4-prop-2-enyl-1H-pyrazol-3-one","InChI=1S/C8H12N2O/c1-4-5-7-6(2)9-10(3)8(7)11/h4,11H,1,5H2,2-3H3",,H12,10.5
C1300716,"2,3-dimethylphenol","InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",21,H19,10.51
C1453823,pyridine-4-carboxamide,"InChI=1S/C6H6N2O/c7-6(9)5-1-3-8-4-2-5/h1-4H,(H2,7,9)",25,H15,10.52
C2350518,"N'-(4-hydroxyphenyl)-N,N-dimethylmethanimidamide","InChI=1S/C9H12N2O/c1-11(2)7-10-8-3-5-9(12)6-4-8/h3-7,12H,1-2H3",20,H24,10.54
C6284748,"N-methyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine","InChI=1S/C6H7N5/c1-7-5-4-2-10-11-6(4)9-3-8-5/h2-3H,1H3,(H2,7,8,9,10,11)",20,H13,10.55
C1740972,2-methyl-4-propan-2-ylphenol,"InChI=1S/C10H14O/c1-7(2)9-4-5-10(11)8(3)6-9/h4-7,11H,1-3H3",20,H25,10.56
C51285520,propane-1-thiol,"InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3",20,H12,10.56
C105679,"2,4-dimethylphenol","InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",22,H19,10.56
C89843470,6-nitro-1H-benzimidazole,"InChI=1S/C7H5N3O2/c11-10(12)5-1-2-6-7(3-5)9-4-8-6/h1-4H,(H,8,9)",25,H15,10.58
C115310980,"2,4-dimethylquinolin-8-ol","InChI=1S/C11H11NO/c1-7-6-8(2)12-11-9(7)4-3-5-10(11)13/h3-6,13H,1-2H3",20,H24,10.6
C1337399,4-aminobenzenesulfonamide,"InChI=1S/C6H8N2O2S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H2,8,9,10)",22,H17,10.6
C25134014,"2,6-dimethylphenol","InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",23,H19,10.6
C501155,"4-[2-(methylamino)ethyl]benzene-1,2-diol","InChI=1S/C9H13NO2/c1-10-5-4-7-2-3-8(11)9(12)6-7/h2-3,6,10-12H,4-5H2,1H3",20,H25,10.61
C33421362,2-pyridin-2-ylphenol,"InChI=1S/C11H9NO/c13-11-7-2-1-5-9(11)10-6-3-4-8-12-10/h1-8,13H",20,H22,10.63
C70969663,"2,3,5-trimethylphenol","InChI=1S/C9H12O/c1-6-4-7(2)8(3)9(10)5-6/h4-5,10H,1-3H3",24,H22,10.64
C100652,N-phenylhydroxylamine,"InChI=1S/C6H7NO/c8-7-6-4-2-1-3-5-6/h1-5,7-8H",25,H15,10.68
C121034955,"1-(2,4,6-trimethylphenyl)ethenol","InChI=1S/C11H14O/c1-7-5-8(2)11(10(4)12)9(3)6-7/h5-6,12H,4H2,1-3H3",25,H26,10.69
C16670590,"2-(2,2-dimethylpropyl)phenol","InChI=1S/C11H16O/c1-11(2,3)8-9-6-4-5-7-10(9)12/h4-7,12H,8H2,1-3H3",25,H28,10.69
C2316929,"4-(2,2-dimethylpropyl)phenol","InChI=1S/C11H16O/c1-11(2,3)8-9-4-6-10(12)7-5-9/h4-7,12H,8H2,1-3H3",25,H28,10.71
C115941827,4-(2-hydroxyphenyl)-4-methylpent-2-enoic acid,"InChI=1S/C12H14O3/c1-12(2,8-7-11(14)15)9-5-3-4-6-10(9)13/h3-8,13H,1-2H3,(H,14,15)",39,H28,10.71
C3609878,N-benzyl-4-bromobenzenesulfonamide,"InChI=1S/C13H12BrNO2S/c14-12-6-8-13(9-7-12)18(16,17)15-10-11-4-2-1-3-5-11/h1-9,15H,10H2",25,H21,10.71
C65848433,1-hydroxyselanyl-4-methyl-2-nitrobenzene,"InChI=1S/C7H7NO3Se/c1-5-2-3-7(12-11)6(4-5)8(9)10/h2-4,11H,1H3",25,H19,10.71
C25310081,N-(phenylcarbamothioyl)benzenecarbothioamide,"InChI=1S/C14H12N2S2/c17-13(11-7-3-1-4-8-11)16-14(18)15-12-9-5-2-6-10-12/h1-10H,(H2,15,16,17,18)",27,H24,10.72
C4427569,4-methyl-2-propan-2-ylphenol,"InChI=1S/C10H14O/c1-7(2)9-6-8(3)4-5-10(9)11/h4-7,11H,1-3H3",20,H25,10.73
C27835058,ethyl 3-hydroxy-3-(4-methylphenyl)prop-2-enoate,"InChI=1S/C12H14O3/c1-3-15-12(14)8-11(13)10-6-4-9(2)5-7-10/h4-8,14H,3H2,1-2H3",20,H29,10.73
C4426475,butylboronic acid,"InChI=1S/C4H11BO2/c1-2-3-4-5(6)7/h6-7H,2-4H2,1H3",,H18,10.74
C1634657,2-ethyl-4-propan-2-ylphenol,"InChI=1S/C11H16O/c1-4-9-7-10(8(2)3)5-6-11(9)12/h5-8,12H,4H2,1-3H3",20,H28,10.77
C1629250,N-(4-fluorophenyl)benzenecarbothioamide,"InChI=1S/C13H10FNS/c14-11-6-8-12(9-7-11)15-13(16)10-4-2-1-3-5-10/h1-9H,(H,15,16)",,H17,10.77
C133762795,"7H-purine-2,6-diamine","InChI=1S/C5H6N6/c6-3-2-4(9-1-8-2)11-5(7)10-3/h1H,(H5,6,7,8,9,10,11)",20,H12,10.77
C32812854,butane-1-thiol,"InChI=1S/C4H10S/c1-2-3-4-5/h5H,2-4H2,1H3",20,H15,10.78
C35786948,"4,5-dimethyl-2-propan-2-ylphenol","InChI=1S/C11H16O/c1-7(2)10-5-8(3)9(4)6-11(10)12/h5-7,12H,1-4H3",20,H28,10.79
C18802625,"7H-purine-2,6,8-triamine","InChI=1S/C5H7N7/c6-2-1-3(11-4(7)9-1)12-5(8)10-2/h(H7,6,7,8,9,10,11,12)",20,H13,10.79
C101078482,N-(4-chlorophenyl)-4-methylbenzenecarbothioamide,"InChI=1S/C14H12ClNS/c1-10-2-4-11(5-3-10)14(17)16-13-8-6-12(15)7-9-13/h2-9H,1H3,(H,16,17)",,H22,10.8
C24619043,"3,5,5-trimethyl-2-sulfanylideneimidazolidin-4-one","InChI=1S/C6H10N2OS/c1-6(2)4(9)8(3)5(10)7-6/h1-3H3,(H,7,10)",18,H11,10.8
C127351068,N-(4-bromophenyl)-4-methylbenzenecarbothioamide,"InChI=1S/C14H12BrNS/c1-10-2-4-11(5-3-10)14(17)16-13-8-6-12(15)7-9-13/h2-9H,1H3,(H,16,17)",,H22,10.81
C5373557,N-(4-methylphenyl)benzenecarbothioamide,"InChI=1S/C14H13NS/c1-11-7-9-13(10-8-11)15-14(16)12-5-3-2-4-6-12/h2-10H,1H3,(H,15,16)",20,H19,10.81
C4992023,2-(diethylaminomethyl)phenol,"InChI=1S/C11H17NO/c1-3-12(4-2)9-10-7-5-6-8-11(10)13/h5-8,13H,3-4,9H2,1-2H3",25,H30,10.82
C10419440,2-(pyrrolidin-1-ylmethyl)phenol,"InChI=1S/C11H15NO/c13-11-6-2-1-5-10(11)9-12-7-3-4-8-12/h1-2,5-6,13H,3-4,7-9H2",25,H28,10.83
C64834000,"1H-pyrazolo[3,4-d]pyrimidin-4-amine","InChI=1S/C5H5N5/c6-4-3-1-9-10-5(3)8-2-7-4/h1-2H,(H3,6,7,8,9,10)",20,H12,10.84
C5310281,N-(4-chlorophenyl)benzenecarbothioamide,"InChI=1S/C13H10ClNS/c14-11-6-8-12(9-7-11)15-13(16)10-4-2-1-3-5-10/h1-9H,(H,15,16)",,H17,10.85
C23562789,2-(diethylaminomethyl)-4-methoxyphenol,"InChI=1S/C12H19NO2/c1-4-13(5-2)9-10-8-11(15-3)6-7-12(10)14/h6-8,14H,4-5,9H2,1-3H3",25,H31,10.86
